#	X(I)	Y(X)	Y'(X)	
Model	ARR_DATA(I)	Integral(3.588,3.427)		
1	7461.460	14570.696	0.000	
2	44087.073	14048.287	0.000	
3	80688.073	13559.075	0.000	
4	117326.048	13129.537	0.000	
5	153949.012	12768.136	0.000	
6	190575.840	12374.406	0.000	
7	227290.306	12007.617	0.000	
8	263812.938	11644.415	0.000	
9	300500.363	11310.483	0.000	
10	337256.220	10977.778	0.000	
11	373691.103	10658.190	0.000	
12	410715.948	10334.631	0.000	
13	447264.740	10032.177	0.000	
14	483983.400	9708.311	0.000	
15	520711.002	9463.765	0.000	
16	557292.575	9192.961	0.000	
17	593579.111	8944.080	0.000	
18	630482.322	8677.319	0.000	
19	666869.521	8442.669	0.000	
20	703719.972	8210.924	0.000	
21	740417.440	7998.925	0.000	
22	776875.833	7771.958	0.000	
23	813610.940	7591.070	0.000	
24	850581.701	7362.839	0.000	
25	887121.773	7178.117	0.000	
26	923791.537	6968.288	0.000	
27	960552.582	6801.059	0.000	
28	996703.686	6609.128	0.000	
29	1033522.569	6452.351	0.000	
30	1070321.694	6276.583	0.000	
31	1107065.300	6108.267	0.000	
32	1143718.287	5955.204	0.000	
33	1180246.217	5807.908	0.000	
34	1216615.315	5663.121	0.000	
35	1253536.296	5524.949	0.000	
36	1290254.295	5383.066	0.000	
37	1326736.860	5260.520	0.000	
38	1363728.041	5123.687	0.000	
39	1400441.404	5000.363	0.000	
40	1436845.822	4886.319	0.000	
41	1473717.355	4766.195	0.000	
42	1510239.324	4661.661	0.000	
43	1547208.319	4570.124	0.000	
44	1583788.016	4455.199	0.000	
45	1619949.275	4368.243	0.000	
46	1656518.707	4267.691	0.000	
47	1693496.311	4171.762	0.000	
48	1730008.016	4082.202	0.000	
49	1766909.129	3994.333	0.000	
50	1803307.256	3910.354	0.000	
51	1840076.469	3827.961	0.000	
52	1876306.493	3746.315	0.000	
53	1913808.828	3671.763	0.000	
54	1949826.155	3571.520	0.000	
55	1987115.795	3495.948	0.000	
56	2023813.263	3436.995	0.000	
57	2059892.733	3364.920	0.000	
58	2096290.970	3287.597	0.000	
59	2133007.976	3224.883	0.000	
60	2170043.748	3156.220	0.000	
61	2206411.191	3091.966	0.000	
62	2243080.844	3024.835	0.000	
63	2280052.709	2953.300	0.000	
64	2316315.404	2910.472	0.000	
65	2352864.195	2862.488	0.000	
66	2389699.083	2806.872	0.000	
67	2426820.066	2757.373	0.000	
68	2463184.198	2706.219	0.000	
69	2499818.751	2648.810	0.000	
70	2536723.728	2599.995	0.000	
71	2572833.220	2549.620	0.000	
72	2610271.316	2498.223	0.000	
73	2646898.695	2458.094	0.000	
74	2682692.841	2421.513	0.000	
75	2719823.097	2367.674	0.000	
76	2756105.328	2326.971	0.000	
77	2792627.960	2287.958	0.000	
78	2829390.992	2235.043	0.000	
79	2866394.425	2195.200	0.000	
80	2903638.258	2163.200	0.000	
81	2939983.073	2120.535	0.000	
82	2976553.940	2092.677	0.000	
83	3013350.857	2049.311	0.000	
84	3049213.437	2022.476	0.000	
85	3086455.393	1972.223	0.000	
86	3122749.104	1950.638	0.000	
87	3159254.959	1914.322	0.000	
88	3195972.958	1887.435	0.000	
89	3232903.100	1855.581	0.000	
90	3270045.386	1836.228	0.000	
91	3306191.524	1793.110	0.000	
92	3342536.339	1748.138	0.000	
93	3379079.832	1728.726	0.000	
94	3415822.003	1694.695	0.000	
95	3452762.852	1678.192	0.000	
96	3489902.379	1655.344	0.000	
97	3525992.776	1624.917	0.000	
98	3563523.036	1597.075	0.000	
99	3599991.142	1572.772	0.000	
100	3636644.901	1536.785	0.000	
101	3673484.314	1525.454	0.000	
102	3709229.564	1506.527	0.000	
103	3746433.881	1480.687	0.000	
104	3782531.453	1468.893	0.000	
105	3820100.676	1429.085	0.000	
106	3856550.570	1414.005	0.000	
107	3893173.534	1391.763	0.000	
108	3929969.569	1372.431	0.000	
109	3965615.369	1374.415	0.000	
110	4002751.364	1335.599	0.000	
111	4040060.429	1301.951	0.000	
112	4076200.937	1289.947	0.000	
113	4112502.375	1270.898	0.000	
114	4148964.741	1256.095	0.000	
115	4185588.036	1236.199	0.000	
116	4222372.261	1220.750	0.000	
117	4259317.414	1198.237	0.000	
118	4296423.497	1177.296	0.000	
119	4332307.380	1158.944	0.000	
120	4369729.360	1144.704	0.000	
121	4405917.441	1130.458	0.000	
122	4442254.750	1114.328	0.000	
123	4478741.289	1104.158	0.000	
124	4515377.057	1083.196	0.000	
125	4552162.054	1063.089	0.000	
126	4589096.281	1053.690	0.000	
127	4626179.736	1043.371	0.000	
128	4663412.421	1031.142	0.000	
