#	X(I)	Y(X)	Y'(X)	
Model	ARR_DATA(I)	Integral(3.582,3.415)		
1	9209.284	11596.611	0.000	
2	54414.333	11014.311	0.000	
3	99589.002	10574.632	0.000	
4	144809.310	10156.101	0.000	
5	190011.089	9736.261	0.000	
6	235217.637	9339.707	0.000	
7	280532.353	9038.510	0.000	
8	325610.298	8631.520	0.000	
9	370891.637	8306.504	0.000	
10	416257.440	7940.124	0.000	
11	461227.081	7647.379	0.000	
12	506924.881	7371.312	0.000	
13	552035.113	7074.194	0.000	
14	597355.006	6776.575	0.000	
15	642685.933	6468.306	0.000	
16	687836.626	6250.243	0.000	
17	732623.171	6021.475	0.000	
18	778170.843	5751.958	0.000	
19	823081.631	5542.496	0.000	
20	868564.185	5342.499	0.000	
21	913857.922	5162.961	0.000	
22	958856.579	4944.655	0.000	
23	1004196.771	4766.883	0.000	
24	1049827.818	4595.342	0.000	
25	1094927.287	4429.802	0.000	
26	1140186.829	4265.498	0.000	
27	1185559.035	4107.941	0.000	
28	1230178.423	3962.063	0.000	
29	1275622.014	3833.720	0.000	
30	1321041.220	3702.184	0.000	
31	1366391.902	3555.518	0.000	
32	1411630.737	3422.030	0.000	
33	1456715.220	3315.670	0.000	
34	1501603.667	3217.717	0.000	
35	1547173.273	3076.753	0.000	
36	1592492.348	2958.309	0.000	
37	1637520.841	2894.472	0.000	
38	1683177.090	2780.939	0.000	
39	1728490.444	2687.306	0.000	
40	1773422.484	2584.398	0.000	
41	1818931.059	2509.962	0.000	
42	1864008.186	2433.998	0.000	
43	1909637.053	2352.912	0.000	
44	1954785.430	2273.135	0.000	
45	1999417.351	2182.542	0.000	
46	2044553.058	2139.157	0.000	
47	2090192.551	2056.427	0.000	
48	2135257.009	2002.196	0.000	
49	2180802.094	1926.315	0.000	
50	2225726.369	1870.472	0.000	
51	2271108.656	1833.132	0.000	
52	2315825.449	1749.878	0.000	
53	2362112.590	1712.242	0.000	
54	2406566.864	1639.072	0.000	
55	2452591.485	1612.322	0.000	
56	2497885.222	1565.417	0.000	
57	2542416.195	1512.301	0.000	
58	2587340.606	1474.680	0.000	
59	2632658.456	1442.334	0.000	
60	2678369.743	1395.064	0.000	
61	2723256.146	1351.426	0.000	
62	2768515.551	1315.082	0.000	
63	2814147.961	1292.129	0.000	
64	2858905.079	1241.032	0.000	
65	2904015.311	1198.050	0.000	
66	2949478.656	1169.350	0.000	
67	2995295.114	1152.562	0.000	
68	3040177.430	1110.622	0.000	
69	3085393.514	1077.846	0.000	
70	3130943.367	1048.075	0.000	
71	3175511.395	1028.698	0.000	
72	3221719.248	994.663	0.000	
73	3266926.477	966.174	0.000	
74	3311105.291	933.785	0.000	
75	3356933.193	923.993	0.000	
76	3401714.424	911.498	0.000	
77	3446792.369	870.929	0.000	
78	3492167.027	864.339	0.000	
79	3537838.398	845.537	0.000	
80	3583806.483	816.045	0.000	
81	3628664.958	786.417	0.000	
82	3673802.436	793.405	0.000	
83	3719218.918	766.812	0.000	
84	3763482.195	742.600	0.000	
85	3809447.964	710.469	0.000	
86	3854243.364	702.155	0.000	
87	3899300.601	704.987	0.000	
88	3944619.677	694.293	0.000	
89	3990200.590	654.588	0.000	
90	4036043.341	641.118	0.000	
91	4080656.599	621.293	0.000	
92	4125515.074	635.081	0.000	
93	4170618.766	596.267	0.000	
94	4215967.677	586.894	0.000	
95	4261561.805	578.200	0.000	
96	4307401.150	558.790	0.000	
97	4351945.610	553.973	0.000	
98	4398267.217	551.211	0.000	
99	4443277.863	540.260	0.000	
100	4488517.652	535.747	0.000	
101	4533986.582	516.250	0.000	
102	4578105.045	497.266	0.000	
103	4624024.359	489.141	0.000	
104	4668577.674	479.066	0.000	
105	4714947.371	464.025	0.000	
106	4759935.539	449.449	0.000	
107	4805137.318	449.812	0.000	
108	4850552.710	455.866	0.000	
109	4894548.428	447.262	0.000	
110	4940383.414	418.322	0.000	
111	4986432.012	403.640	0.000	
112	5031038.321	397.110	0.000	
113	5075843.257	397.585	0.000	
114	5120846.819	393.663	0.000	
115	5166049.008	379.828	0.000	
116	5211449.822	373.976	0.000	
117	5257049.263	368.430	0.000	
118	5302847.330	357.194	0.000	
119	5347136.901	347.612	0.000	
120	5393324.864	362.852	0.000	
121	5437989.889	348.136	0.000	
122	5482839.101	340.159	0.000	
123	5527872.498	325.953	0.000	
124	5573090.080	332.590	0.000	
125	5618491.848	321.032	0.000	
126	5664077.802	320.427	0.000	
127	5709847.942	306.919	0.000	
128	5755802.267	292.333	0.000	
