#	X(I)	Y(X)	Y'(X)	
Model	ARR_DATA(I)	Integral(3.594,3.436)		
1	5172.973	15613.270	0.000	
2	30565.227	15253.303	0.000	
3	55940.418	14789.305	0.000	
4	81341.243	14541.371	0.000	
5	106731.662	14103.539	0.000	
6	132124.758	13835.209	0.000	
7	157578.615	13515.295	0.000	
8	182899.473	13157.479	0.000	
9	208334.581	12874.386	0.000	
10	233817.134	12610.663	0.000	
11	259077.156	12249.115	0.000	
12	284746.196	12061.031	0.000	
13	310085.191	11702.712	0.000	
14	335541.955	11424.870	0.000	
15	361004.917	11152.544	0.000	
16	386366.639	10978.949	0.000	
17	411523.815	10665.575	0.000	
18	437108.526	10450.102	0.000	
19	462335.491	10135.438	0.000	
20	487883.623	10016.025	0.000	
21	513325.695	9785.242	0.000	
22	538602.017	9520.761	0.000	
23	564070.183	9329.296	0.000	
24	589701.726	9093.265	0.000	
25	615034.676	8886.079	0.000	
26	640457.540	8738.041	0.000	
27	665943.689	8509.620	0.000	
28	691006.970	8377.443	0.000	
29	716533.218	8114.657	0.000	
30	742045.767	7940.119	0.000	
31	767519.825	7806.224	0.000	
32	792931.058	7589.493	0.000	
33	818255.590	7468.104	0.000	
34	843470.005	7231.830	0.000	
35	869067.036	7119.418	0.000	
36	894523.341	6897.141	0.000	
37	919816.422	6807.215	0.000	
38	945462.122	6595.656	0.000	
39	970915.213	6473.107	0.000	
40	996154.115	6363.729	0.000	
41	1021716.864	6186.549	0.000	
42	1047037.263	6094.364	0.000	
43	1072667.582	5919.245	0.000	
44	1098028.004	5821.494	0.000	
45	1123098.325	5715.082	0.000	
46	1148451.630	5542.396	0.000	
47	1174087.917	5394.726	0.000	
48	1199401.200	5281.238	0.000	
49	1224984.457	5181.668	0.000	
50	1250218.998	5066.850	0.000	
51	1275710.810	4973.517	0.000	
52	1300828.805	4846.791	0.000	
53	1326828.884	4770.934	0.000	
54	1351799.420	4646.651	0.000	
55	1377652.038	4565.778	0.000	
56	1403094.110	4467.172	0.000	
57	1428107.728	4347.510	0.000	
58	1453342.345	4267.121	0.000	
59	1478797.961	4177.233	0.000	
60	1504474.577	4076.756	0.000	
61	1529687.844	3988.570	0.000	
62	1555110.631	3891.455	0.000	
63	1580742.940	3832.128	0.000	
64	1605883.586	3740.166	0.000	
65	1631222.581	3684.677	0.000	
66	1656759.924	3594.674	0.000	
67	1682495.615	3510.867	0.000	
68	1707706.587	3424.584	0.000	
69	1733105.040	3361.769	0.000	
70	1758690.975	3288.232	0.000	
71	1783725.407	3220.525	0.000	
72	1809680.950	3151.772	0.000	
73	1835074.429	3106.523	0.000	
74	1859890.235	3027.149	0.000	
75	1885632.354	2973.202	0.000	
76	1910786.545	2895.850	0.000	
77	1936107.404	2852.862	0.000	
78	1961594.930	2776.907	0.000	
79	1987249.124	2731.005	0.000	
80	2013069.986	2680.108	0.000	
81	2038267.566	2622.970	0.000	
82	2063621.865	2575.504	0.000	
83	2089132.884	2516.801	0.000	
84	2113996.134	2469.136	0.000	
85	2139815.695	2393.965	0.000	
86	2164977.844	2374.633	0.000	
87	2190287.071	2307.931	0.000	
88	2215743.376	2272.811	0.000	
89	2241346.759	2224.878	0.000	
90	2267097.219	2163.691	0.000	
91	2292157.057	2149.999	0.000	
92	2317354.637	2081.739	0.000	
93	2342689.959	2049.561	0.000	
94	2368163.022	2001.574	0.000	
95	2393773.827	1964.876	0.000	
96	2419522.375	1922.412	0.000	
97	2444543.568	1903.741	0.000	
98	2470563.008	1853.142	0.000	
99	2495846.064	1815.663	0.000	
100	2521257.833	1809.838	0.000	
101	2546798.313	1746.929	0.000	
102	2571580.219	1720.526	0.000	
103	2597373.685	1668.746	0.000	
104	2622399.853	1660.772	0.000	
105	2648446.305	1624.253	0.000	
106	2673716.735	1584.017	0.000	
107	2699107.153	1568.406	0.000	
108	2724617.560	1532.626	0.000	
109	2749330.518	1491.664	0.000	
110	2775076.617	1473.115	0.000	
111	2800942.704	1445.651	0.000	
112	2825998.639	1416.095	0.000	
113	2851166.145	1386.764	0.000	
114	2876445.222	1369.059	0.000	
115	2901835.870	1326.976	0.000	
116	2927338.089	1297.144	0.000	
117	2952951.879	1284.244	0.000	
118	2978677.239	1265.277	0.000	
119	3003555.258	1242.854	0.000	
120	3029499.628	1204.700	0.000	
121	3054588.545	1209.194	0.000	
122	3079780.921	1161.923	0.000	
123	3105076.757	1139.333	0.000	
124	3130476.052	1128.439	0.000	
125	3155978.806	1103.866	0.000	
126	3181585.020	1082.329	0.000	
127	3207294.694	1073.505	0.000	
128	3233107.827	1046.139	0.000	
