#	X(I)	Y(X)	Y'(X)	
Model	ARR_DATA(I)	Integral(3.584,3.438)		
1	5798.487	16029.046	0.000	
2	34261.167	15540.525	0.000	
3	62704.719	15052.174	0.000	
4	91177.005	14691.238	0.000	
5	119637.626	14305.407	0.000	
6	148101.250	13961.844	0.000	
7	176632.980	13488.178	0.000	
8	205015.630	13233.341	0.000	
9	233526.345	12955.920	0.000	
10	262090.241	12462.347	0.000	
11	290404.699	12235.706	0.000	
12	319177.632	11832.865	0.000	
13	347580.611	11571.396	0.000	
14	376115.601	11220.957	0.000	
15	404657.538	10967.689	0.000	
16	433085.993	10670.576	0.000	
17	461285.168	10406.529	0.000	
18	489963.575	10201.818	0.000	
19	518240.978	9923.735	0.000	
20	546878.384	9573.359	0.000	
21	575396.905	9393.736	0.000	
22	603729.633	9083.013	0.000	
23	632277.403	8850.493	0.000	
24	661008.306	8671.289	0.000	
25	689404.509	8464.849	0.000	
26	717901.499	8227.899	0.000	
27	746469.427	8051.377	0.000	
28	774563.354	7822.207	0.000	
29	803176.228	7614.022	0.000	
30	831773.749	7400.097	0.000	
31	860328.123	7205.213	0.000	
32	888812.076	7063.507	0.000	
33	917198.843	6891.653	0.000	
34	945462.179	6690.836	0.000	
35	974154.396	6560.433	0.000	
36	1002688.871	6378.406	0.000	
37	1031040.385	6208.106	0.000	
38	1059787.156	6070.287	0.000	
39	1088318.028	5905.675	0.000	
40	1116608.812	5747.755	0.000	
41	1145262.602	5628.108	0.000	
42	1173644.737	5448.324	0.000	
43	1202374.268	5342.653	0.000	
44	1230801.265	5225.605	0.000	
45	1258903.083	5060.687	0.000	
46	1287322.103	4975.349	0.000	
47	1316058.323	4849.088	0.000	
48	1344432.482	4718.853	0.000	
49	1373109.260	4614.262	0.000	
50	1401395.154	4524.843	0.000	
51	1429969.429	4396.980	0.000	
52	1458124.686	4253.371	0.000	
53	1487268.688	4182.381	0.000	
54	1515258.654	4089.285	0.000	
55	1544237.365	3972.371	0.000	
56	1572755.885	3894.907	0.000	
57	1600794.143	3786.081	0.000	
58	1629080.124	3698.522	0.000	
59	1657613.827	3594.734	0.000	
60	1686395.252	3532.987	0.000	
61	1714657.300	3434.457	0.000	
62	1743154.205	3333.862	0.000	
63	1771885.965	3262.467	0.000	
64	1800066.612	3189.174	0.000	
65	1828469.592	3111.963	0.000	
66	1857094.904	3050.335	0.000	
67	1885942.548	2968.088	0.000	
68	1914202.024	2895.501	0.000	
69	1942671.651	2828.204	0.000	
70	1971351.431	2784.017	0.000	
71	1999413.021	2712.910	0.000	
72	2028507.101	2645.028	0.000	
73	2056971.153	2588.461	0.000	
74	2084787.679	2526.811	0.000	
75	2113642.529	2455.523	0.000	
76	2141838.358	2405.493	0.000	
77	2170221.008	2352.402	0.000	
78	2198790.480	2297.806	0.000	
79	2227546.772	2240.243	0.000	
80	2256489.886	2194.385	0.000	
81	2284734.351	2151.018	0.000	
82	2313154.485	2083.063	0.000	
83	2341750.290	2047.733	0.000	
84	2369619.997	2004.489	0.000	
85	2398561.653	1952.856	0.000	
86	2426766.403	1912.543	0.000	
87	2455136.015	1877.422	0.000	
88	2483670.490	1832.802	0.000	
89	2512369.827	1794.674	0.000	
90	2541234.026	1748.328	0.000	
91	2569324.093	1713.765	0.000	
92	2597568.558	1671.122	0.000	
93	2625967.420	1638.764	0.000	
94	2654520.680	1610.874	0.000	
95	2683228.337	1555.003	0.000	
96	2712090.392	1536.692	0.000	
97	2740137.142	1499.531	0.000	
98	2769302.845	1463.966	0.000	
99	2797643.122	1426.774	0.000	
100	2826127.675	1400.572	0.000	
101	2854756.504	1366.276	0.000	
102	2882535.031	1341.044	0.000	
103	2911447.436	1305.302	0.000	
104	2939499.762	1279.607	0.000	
105	2968695.744	1262.066	0.000	
106	2997021.868	1224.525	0.000	
107	3025482.489	1205.368	0.000	
108	3054077.608	1179.094	0.000	
109	3081778.850	1160.569	0.000	
110	3110638.160	1136.823	0.000	
111	3139631.968	1109.959	0.000	
112	3167717.660	1082.673	0.000	
113	3195928.415	1073.013	0.000	
114	3224264.231	1043.867	0.000	
115	3252725.110	1015.806	0.000	
116	3281311.050	991.331	0.000	
117	3310022.053	970.210	0.000	
118	3338858.117	954.948	0.000	
119	3366744.380	932.895	0.000	
120	3395825.936	913.669	0.000	
121	3423948.598	899.036	0.000	
122	3452187.230	887.049	0.000	
123	3480541.832	861.108	0.000	
124	3509012.403	845.509	0.000	
125	3537598.944	830.120	0.000	
126	3566301.455	810.094	0.000	
127	3595119.935	799.697	0.000	
128	3624054.385	775.471	0.000	
